rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
21,A,,NAP,Napoleon,,Napoleon,OH,"41.390402, -84.147467",3:48.08,nwdistrict25,
22,A,,NMS,Springfield,,New Middletown,OH,"40.95505570899591, -80.54822234264678",3:50.36,nedistrict25,
23,A,,CICD,Cincinnati Country Day,School,Cincinnati,OH,"39.185750, -84.327596",3:51.31,swdistrict25,
24,A,,TOH,Ottawa Hills,,Ottawa Hills,OH,"41.669832, -83.631424",3:51.57,nwdistrict25,
25,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",3:52.09,nedistrict25,
26,A,,CAMA,Margaretta,,Castalia,OH,"41.399284, -82.801295",3:52.35,nwdistrict25,
27,A,,CAN,Canfield,,Canfield,OH,"41.028312, -80.773217",3:53.28,nedistrict25,
28,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",3:54.28,nedistrict25,
29,A,,DTMV,Miami Valley,School,Dayton,OH,"39.673395, -84.180330",3:55.93,swdistrict25,
30,A,,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",3:56.19,nwdistrict25,
31,A,,CLUB,Columbiana,,Columbiana,OH,"40.880808, -80.680837",3:58.63,nedistrict25,
32,A,,MBF,Bishop Fenwick,,Franklin,OH,"39.491974, -84.294466",3:59.65,swdistrict25,
33,A,,CLHB,Beaumont,School,Cleveland Heights,OH,"41.485421, -81.561363",3:59.71,nedistrict25,
34,A,,USA,Upper Sandusky,,Upper Sandusky,OH,"40.840597, -83.281129",4:01.18,nwdistrict25,
35,A,,CNDC,Notre Dame-Cathedral Latin,,Chardon,OH,"41.514751, -81.249669",4:01.59,nedistrict25,
36,A,,BVB,Bay,,Bay Village,OH,"41.486992, -81.943391",4:01.65,nedistrict25,
37,A,,SHL,Laurel,School,Shaker Heights,OH,"41.482303, -81.512783",4:02.01,nedistrict25,
38,A,,COSG,Columbus School for Girls,nhs,Columbus,OH,"39.968086, -82.938260",4:02.54,central25,
39,A,,CVCA,Cuyahoga Valley Christian,Academy,Cuyahoga Falls,OH,"41.196680, -81.493043",4:05.04,nedistrict25,
40,A,,PER,Perry,,Perry,OH,"41.773352, -81.140964",4:06.32,nedistrict25,
41,A,,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",4:06.74,nwdistrict25,
42,A,,SCL,St. Clairsville,,St. Clairsville,OH,"40.079640, -80.896491",4:07.73,central25,
43,A,,ELLD,Elida,,Elida,OH,"40.789575, -84.195603",4:07.82,nwdistrict25,
44,A,,CTAY,Taylor,,Cleves,OH,"39.170977, -84.751319",4:08.28,swdistrict25,
45,A,,VERS,Versailles,,Versailles,OH,"40.213645, -84.486794",4:08.42,swdistrict25,
46,A,,ORR,Orrville,,Orrville,OH,"40.848053, -81.770023",4:08.51,nedistrict25,
47,A,,WRV,River View,,Warsaw,OH,"40.339216, -81.959144",4:08.68,central25,
48,A,,COSH,Coshocton,,Coshocton,OH,"40.258313, -81.845642",4:09.20,central25,
49,A,,CBH,Bishop Hartley,,Columbus,,"39.944917, -82.911518",4:09.52,central25,
50,A,,BLUF,Bluffton,,Bluffton,OH,"40.892504, -83.893380",4:09.92,nwdistrict25,
51,A,,SNW,Northwestern,,Springfield,OH,"39.994508, -83.908224",4:10.03,swdistrict25,
52,A,,CFK,Kenston,,Chagrin Falls,OH,"41.392195, -81.303848",4:10.89,nedistrict25,
53,A,,CMM,Mercy McAuley,,Cincinnati,OH,"39.200829, -84.553397",4:10.92,swdistrict25,
54,A,,PCJA,Jonathan Alder,,Plain City,OH,"40.078095, -83.287941",4:11.38,central25,
55,A,,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",4:12.42,nwdistrict25,
56,A,,SMM,St. Marys Memorial,,St. Marys,OH,"40.558323, -84.374242",4:12.67,nwdistrict25,
57,A,,NSP,St. Paul,,Norwalk,OH,"41.245079, -82.611465",4:12.71,nwdistrict25,
58,A,,SGR,Greenon,,Springfield,OH,"39.869507, -83.891207",4:13.06,swdistrict25,
59,A,,CCM,Clinton-Massie,,Clarksville,OH,"39.446521, -83.985214",4:13.70,swdistrict25,
60,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",4:13.83,nwdistrict25,
61,A,,EAT,Eaton,,Eaton,OH,"39.732767, -84.649014",4:13.99,swdistrict25,
62,A,,BELF,Bellefontaine,,Bellefontaine,OH,"40.348075, -83.753845",4:14.22,swdistrict25,
63,A,,BEA,Beachwood,,Beachwood,OH,"41.484048, -81.501324",4:14.84,nedistrict25,
64,A,,VINW,Warren,,Vincent,OH,"39.388092, -81.663714",4:16.27,central25,
65,A,,CWG,West Geauga,,Chesterland,OH,"41.502898, -81.337292",4:16.61,nedistrict25,
66,A,,VWE,Van Wert,,Van Wert,OH,"40.848872, -84.604743",4:17.53,nwdistrict25,
67,A,,FRE,Fort Recovery,,Fort Recovery,OH,"40.412200, -84.774799",4:17.98,swdistrict25,
68,A,,SPSH,Shawnee,,Springfield,OH,"39.870095, -83.781227",4:18.32,swdistrict25,
69,A,,CCC,Central Catholic,,Canton,OH,"40.792331, -81.437690",4:19.35,nedistrict25,
70,A,,SHE,St. Henry,,St. Henry,OH,"40.416354, -84.634782",4:19.41,nwdistrict25,
71,A,,BOT,Botkins,,Botkins,OH,"40.468867, -84.179626",4:21.87,swdistrict25,
72,A,,CHI,Chillicothe,,Chillicothe,OH,"39.341998, -82.988352",4:22.68,central25,
73,A,,COTO,Tree of Life Christian,,Columbus,OH,"40.04091749742095, -82.99071114800029",4:22.71,central25,
74,A,,CSME,Miami East,,Casstown,OH,"40.086039, -84.115685",4:22.89,swdistrict25,
75,A,,MMC,Madison Comprehensive,,Mansfield,OH,"40.774653, -82.460698",4:23.31,nwdistrict25,
76,A,,STE,Steubenville,,Steubenville,OH,"40.365024, -80.612165",4:23.48,central25,
77,A,,WAY,Waynesville,,Waynesville,OH,"39.535708, -84.092335",4:23.63,swdistrict25,
78,A,,DAL,Dalton,,Dalton,OH,"40.804101, -81.695655",4:24.22,nedistrict25,
79,A,,NORW,Norwalk,,Norwalk,OH,"41.226399, -82.611649",4:25.00,nwdistrict25,
80,A,,KEN,Kenton,,Kenton,OH,"40.653701, -83.595710",4:25.08,nwdistrict25,
81,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",4:25.26,nedistrict25,
82,A,,WIC,Indian Creek,,Wintersville,OH,"40.377015, -80.715419",4:28.08,central25,
83,A,,SHEL,Shelby,,Shelby,OH,"40.890113, -82.673283",4:29.24,nwdistrict25,
84,A,,BARN,Barnesville,,Barnesville,OH,"39.987000, -81.157205",4:29.92,central25,
85,A,,YUR,Ursuline,,Youngstown,OH,"41.109849, -80.643130",4:32.34,nedistrict25,
86,A,,PND,Notre Dame,,Portsmouth,OH,"38.750099, -82.985844",4:32.82,central25,
87,A,,LBE,Beaver,,East Liverpool,OH,"40.711713, -80.630225",4:34.70,central25,
88,A,,RED,Edison,,Richmond,OH,"40.448593, -80.746598",4:36.79,central25,
89,A,,LFU,Fairfield Union,,Lancaster,OH,"39.754663, -82.466906",4:37.26,central25,
90,A,,HLA,Lakewood,,Hebron,OH,"39.958126, -82.436648",4:38.18,central25,
91,A,,JMO,Johnstown-Monroe,,Johnstown,OH,"40.146359, -82.681376",4:38.53,central25,
92,A,,MBU,Buckeye,,Medina,OH,"41.189915, -81.926671",4:40.62,nedistrict25,
93,A,,GMC,McClain,,Greenfield,OH,"39.351013, -83.388545",4:41.15,central25,
94,A,,JNO,Northridge,,Johnstown,OH,"40.187941, -82.607303",4:44.06,central25,
95,A,,JAR,Jefferson Area,,,OH,"41.730498, -80.780282",4:54.47,nedistrict25,
