rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
117,Maggie Matessa,Sr,PCJA,Jonathan Alder,,Plain City,OH,"40.078095, -83.287941",2:40.16,central23,
118,Olivia Finke,Sr,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",2:40.94,swdistrict23,
119,Wilkey Smith,So,MAR,Marietta,,Marietta,OH,"39.439798, -81.453854",2:41.27,central23,
120,Nina Gravlee,So,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",2:42.09,swdistrict23,
121,Kiera Goffoli,Sr,STCC,Catholic Central,,Steubenville,OH,"40.372173, -80.661156",2:42.96,central23,
122,Aizza Schirg,So,MCF,Fairbanks,,Milford Center,OH,"40.160542, -83.392550",2:43.00,central23,
123,Andrea Golden,So,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",2:44.07,central23,
124,Ainsley Laidlaw-Smith,So,GRA,Granville,,Granville,OH,"40.078761, -82.527668",2:44.40,central23,
125,McKenna Rodgers,Fr,COSG,Columbus School for Girls,nhs,Columbus,OH,"39.968086, -82.938260",2:44.64,central23,
126,Isabelle Tipton,Sr,LON,London,,London,OH,"39.905186, -83.448153",2:44.85,central23,
127,Maleigha Schultz,So,MFER,Martins Ferry,,Martins Ferry,OH,"40.110965, -80.727010",2:45.87,central23,
128,Maleah Ogden,So,CBH,Bishop Hartley,,Columbus,,"39.944917, -82.911518",2:46.36,central23,
