rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
58,A,,CLHB,Beaumont,School,Cleveland Heights,OH,"41.485421, -81.561363",4:13.17,nedistrict24,
59,A,,CLCH,Cuyahoga Heights,,Cuyahoga Heights,OH,"41.427262, -81.642754",4:13.18,nedistrict24,
60,A,,CCM,Clinton-Massie,,Clarksville,OH,"39.446521, -83.985214",4:13.45,swdistrict24,
61,A,,SHL,Laurel,School,Shaker Heights,OH,"41.482303, -81.512783",4:13.58,nedistrict24,
62,A,,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",4:13.87,nwdistrict24,
63,A,,MBF,Bishop Fenwick,,Franklin,OH,"39.491974, -84.294466",4:13.99,swdistrict24,
64,A,,ORR,Orrville,,Orrville,OH,"40.848053, -81.770023",4:14.02,nedistrict24,
65,A,,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",4:14.13,swdistrict24,
66,A,,NLSR,South Range,,Canfield,OH,"40.954555, -80.743459",4:14.68,nedistrict24,
67,A,,CVCA,Cuyahoga Valley Christian,Academy,Cuyahoga Falls,OH,"41.196680, -81.493043",4:14.80,nedistrict24,
68,A,,SPSH,Shawnee,,Springfield,OH,"39.870095, -83.781227",4:14.91,swdistrict24,
69,A,,NORW,Norwalk,,Norwalk,OH,"41.226399, -82.611649",4:14.97,nwdistrict24,
70,A,,HUB,Hubbard,,Hubbard,OH,"41.152583, -80.582146",4:15.87,nedistrict24,
71,A,,SGR,Greenon,,Springfield,OH,"39.869507, -83.891207",4:16.19,swdistrict24,
72,A,,WILM,Wilmington,,Wilmington,OH,"39.449351, -83.838975",4:16.43,swdistrict24,
73,A,,WIC,Indian Creek,,Wintersville,OH,"40.377015, -80.715419",4:18.35,central24,
74,A,,YUR,Ursuline,,Youngstown,OH,"41.109849, -80.643130",4:18.74,nedistrict24,
75,A,,VWE,Van Wert,,Van Wert,OH,"40.848872, -84.604743",4:18.96,nwdistrict24,
76,A,,PND,Notre Dame,,Portsmouth,OH,"38.750099, -82.985844",4:19.49,central24,
77,A,,CLE,Logan Elm,,Circleville,OH,"39.561268, -82.851076",4:19.98,central24,
78,A,,IND,Independence,,Independence,OH,"41.374340, -81.649124",4:20.31,nedistrict24,
79,A,,COP,Copley,,Copley,OH,"41.112630, -81.649216",4:22.15,nedistrict24,
80,A,,DOV,Dover,,Dover,OH,"40.523320, -81.481673",4:24.94,central24,
81,A,,CEL,Celina,,Celina,OH,"40.555665, -84.557991",4:25.27,nwdistrict24,
82,A,,DCH,Dayton Christian,School,Miamisburg,OH,"39.614029, -84.210022",4:28.35,swdistrict24,
83,A,,STE,Steubenville,,Steubenville,OH,"40.365024, -80.612165",4:28.43,central24,
84,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",4:28.67,central24,
85,A,,VINW,Warren,,Vincent,OH,"39.388092, -81.663714",4:31.14,central24,
86,A,,JNO,Northridge,,Johnstown,OH,"40.187941, -82.607303",4:31.98,central24,
87,A,,LBE,Beaver,,East Liverpool,OH,"40.711713, -80.630225",4:32.35,central24,
88,A,,PCJA,Jonathan Alder,,Plain City,OH,"40.078095, -83.287941",4:33.55,central24,
89,A,,CARV,River Valley,,Caledonia,OH,"40.584898, -83.013730",4:37.73,central24,
90,A,,GMC,McClain,,Greenfield,OH,"39.351013, -83.388545",4:38.03,central24,
91,A,,ZMA,Maysville,,Zanesville,OH,"39.878727, -82.051564",4:44.10,central24,
92,A,,BARN,Barnesville,,Barnesville,OH,"39.987000, -81.157205",4:45.81,central24,
93,A,,CZT,Zane Trace,,Chillicothe,OH,"39.427893, -82.937674",4:52.67,central24,
