rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
74,Caitlyn Karnes,Sr,GAL,Galion,,Galion,OH,"40.740112, -82.805265",1:06.84,nwdistrict23,
75,Ava Cheeks,So,SAL,Salem,,Salem,OH,"40.907499, -80.844510",1:07.20,nedistrict23,
76,Chloe Shupe,Fr,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",1:07.24,nwdistrict23,
77,Adrienne Lowe,So,SCL,St. Clairsville,,St. Clairsville,OH,"40.079640, -80.896491",1:07.29,central23,
78,Caitlyn Hartzell,Sr,BVB,Bay,,Bay Village,OH,"41.486992, -81.943391",1:07.42,nedistrict23,
79,Ashley Miller,Sr,VINW,Warren,,Vincent,OH,"39.388092, -81.663714",1:07.49,central23,
80,Dani Denman,Jr,CAMA,Margaretta,,Castalia,OH,"41.399284, -82.801295",1:07.57,nwdistrict23,
81,Bailey Moyer,So,WILM,Wilmington,,Wilmington,OH,"39.449351, -83.838975",1:07.76,swdistrict23,
82,Madeline Keglewitsch,Sr,COSG,Columbus School for Girls,nhs,Columbus,OH,"39.968086, -82.938260",1:07.89,central23,
83,Megan Urig,Jr,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",1:07.93,central23,
84,Jaimy Grubbs,Jr,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:08.09,nwdistrict23,
85,Brenna Martin,So,ORR,Orrville,,Orrville,OH,"40.848053, -81.770023",1:08.20,nedistrict23,
86,Grace Svette,Sr,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",1:08.20,nedistrict23,
87,Nina Nappo,So,CLUB,Columbiana,,Columbiana,OH,"40.880808, -80.680837",1:08.22,nedistrict23,
88,Lily Jenkins,Sr,LIL,Indian Lake,,Lewistown,OH,"40.437163, -83.904782",1:08.28,swdistrict23,
89,Morgan Maag,Jr,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",1:08.29,nwdistrict23,
90,Maggie Razzano,So,CSCD,Summit Country Day,School,Cincinnati,OH,"39.129200, -84.459652",1:08.29,swdistrict23,
91,Taylor Dietz,Sr,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",1:08.45,swdistrict23,
92,Haley Damron,Jr,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",1:08.67,nwdistrict23,
93,Caroline Kuiken,Sr,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",1:09.01,central23,
94,Zoe McNary,Jr,SHEL,Shelby,,Shelby,OH,"40.890113, -82.673283",1:09.56,nwdistrict23,
95,Emilie Wasnich,Jr,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",1:09.57,nwdistrict23,
96,Macy Mullins,Fr,CTAY,Taylor,,Cleves,OH,"39.170977, -84.751319",1:09.65,swdistrict23,
97,Alysa Li,Jr,COSG,Columbus School for Girls,nhs,Columbus,OH,"39.968086, -82.938260",1:09.85,central23,
98,Julia Mitchell,So,SSMC,St. Mary Central Catholic,,Sandusky,OH,"41.451012, -82.711819",1:10.07,nwdistrict23,
99,Tabitha Kisker,Sr,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",1:10.09,swdistrict23,
100,Elaina Seif,So,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",1:10.25,nwdistrict23,
101,Lucy Homan,Fr,NBR,New Bremen,,New Bremen,OH,"40.436355, -84.362117",1:10.26,nwdistrict23,
102,Annie Meyer,Jr,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",1:10.40,swdistrict23,
103,Georgia Collins,Fr,DCA,Carroll,,Dayton,,"39.741866, -84.113388",1:10.48,swdistrict23,
104,Kaila Pai,Fr,DTMV,Miami Valley,School,Dayton,OH,"39.673395, -84.180330",1:10.49,swdistrict23,
105,Leah Herring,Jr,USA,Upper Sandusky,,Upper Sandusky,OH,"40.840597, -83.281129",1:10.53,nwdistrict23,
106,Catherine Kubiak,So,ECAT,Elyria Catholic,,Elyria,OH,"41.382527, -82.093276",1:10.88,nedistrict23,
107,Adeline Newsome,Sr,WCHW,Washington,,Washington CH,OH,"39.543883, -83.425975",1:10.89,central23,
108,Maddy Thompson,Sr,PWO,Woodridge,,Peninsula,OH,"41.19202257180745, -81.51116303300712",1:11.11,nedistrict23,
109,Brenna Cunningham,Fr,LBE,Beaver,,East Liverpool,OH,"40.711713, -80.630225",1:11.41,central23,
110,Emme Edwards,Fr,PCJA,Jonathan Alder,,Plain City,OH,"40.078095, -83.287941",1:11.57,central23,
111,Ainsley Laidlaw-Smith,So,GRA,Granville,,Granville,OH,"40.078761, -82.527668",1:12.47,central23,
112,Riley Hunt,Sr,KEN,Kenton,,Kenton,OH,"40.653701, -83.595710",1:12.47,nwdistrict23,
113,Camille Lafferty,Sr,FRA,Franklin,,Franklin,OH,"39.553759, -84.286901",1:12.51,swdistrict23,
114,Catie Garey,Sr,CVCA,Cuyahoga Valley Christian,Academy,Cuyahoga Falls,OH,"41.196680, -81.493043",1:12.54,nedistrict23,
115,Halle Puffenberger,Fr,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",1:12.57,nwdistrict23,
116,Dani MacH,Jr,CLCH,Cuyahoga Heights,,Cuyahoga Heights,OH,"41.427262, -81.642754",1:12.95,nedistrict23,
117,Avery Guenther,Jr,SCC,Catholic Central,,Springfield,OH,"39.921968, -83.791695",1:13.19,swdistrict23,
118,Meleah Kerns,So,ALL,Alliance,,Alliance,OH,"40.911356, -81.111221",1:13.37,nedistrict23,
119,Landry Driskel,Sr,HLA,Lakewood,,Hebron,OH,"39.958126, -82.436648",1:13.61,central23,
120,Kate Thormeier,So,BRY,Bryan,,Bryan,OH,"41.457279, -84.568132",1:13.78,nwdistrict23,
121,Ally Fischer,So,WRV,River View,,Warsaw,OH,"40.339216, -81.959144",1:14.10,central23,
122,Ruth Pardos,Sr,MFER,Martins Ferry,,Martins Ferry,OH,"40.110965, -80.727010",1:14.46,central23,
123,Gabriella Wesney,So,COSH,Coshocton,,Coshocton,OH,"40.258313, -81.845642",1:14.82,central23,
124,Andrea Horton,Sr,SCL,St. Clairsville,,St. Clairsville,OH,"40.079640, -80.896491",1:16.08,central23,
125,Keeley Smith,Sr,ELI,East Liverpool,,East Liverpool,OH,"40.628865, -80.567505",1:18.80,central23,
126,Sydney Disalvo,Sr,CBC,Bloom-Carroll,,Carroll,OH,"39.794563, -82.697546",1:19.03,central23,
127,Delaney Myers,Jr,CARV,River Valley,,Caledonia,OH,"40.584898, -83.013730",1:19.39,central23,
128,Ruth Rickett,Sr,BRV,River Valley,,Bidwell,OH,"38.918044, -82.289281",1:20.28,central23,
129,Jacey McQueen,So,EAT,Eaton,,Eaton,OH,"39.732767, -84.649014",1:20.60,swdistrict23,
