rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
46,A,,FIN,Findlay,,Findlay,OH,"41.056646, -83.665959",1:32.55,nwdistrict25,
47,A,,BHB,Brecksville-Broadview Heights,,Broadview Heights,OH,"41.327207, -81.644428",1:33.03,nedistrict25,
48,A,,CTUR,Turpin,,Cincinnati,OH,"39.105629, -84.367366",1:33.18,swdistrict25,
49,A,,OFA,Olmsted Falls,,Olmsted Falls,OH,"41.370945, -81.926820",1:33.23,nwdistrict25,
50,A,,CWC,West Clermont,,Cincinnati,OH,"39.069606, -84.246657",1:33.39,swdistrict25,
51,A,,CLH,Cleveland Heights,,Cleveland Heights,OH,"41.502378, -81.562969",1:33.47,nedistrict25,
52,A,,HAM,Hamilton,,Hamilton,OH,"39.425213, -84.578546",1:33.51,swdistrict25,
53,A,,AVO,Avon,,Avon,OH,"41.444579, -82.037907",1:33.65,nwdistrict25,
54,A,,RRE,Revere,,Richfield,OH,"41.201648, -81.616891",1:33.82,nedistrict25,
55,A,,WSO,Westerville South,,Westerville,OH,"40.118040, -82.923453",1:34.27,central25,
56,A,,MNO,Nordonia,,Macedonia,OH,"41.301860, -81.510625",1:34.28,nedistrict25,
57,A,,BRU,Brunswick,,Brunswick,OH,"41.241619, -81.815475",1:34.30,nwdistrict25,
58,A,,WHA,Harding,,Warren,OH,"41.243017, -80.805421",1:34.38,nedistrict25,
59,A,,KMK,Kings,,Kings Mills,OH,"39.354352, -84.254955",1:34.61,swdistrict25,
60,A,,ALA,Avon Lake,,Avon Lake,OH,"41.508504, -82.017464",1:34.77,nwdistrict25,
61,A,,OCL,Clay,,Oregon,OH,"41.654465, -83.412194",1:34.83,nwdistrict25,
62,A,,WES,Westlake,,Westlake,OH,"41.460632, -81.928970",1:34.87,nwdistrict25,
63,A,,DOB,Olentangy Berlin,,Delaware,OH,"40.254987, -83.002974",1:34.94,central25,
64,A,,NORI,North Ridgeville,,North Ridgeville,OH,"41.388373, -82.001676",1:35.11,nwdistrict25,
65,A,,SHT,Shaker Heights,,Shaker Heights,OH,"41.473276, -81.568492",1:35.21,nedistrict25,
66,A,,PNO,Normandy,,Parma,OH,"41.362532, -81.699017",1:35.28,nedistrict25,
67,A,,MANF,Mansfield Senior,,Mansfield,OH,"40.762495, -82.543384",1:35.29,nwdistrict25,
68,A,,LAKE,Lakewood,,Lakewood,OH,"41.480834, -81.791732",1:35.56,nwdistrict25,
69,A,,BER,Berea-Midpark,,Berea,OH,"41.373427, -81.845119",1:35.58,nwdistrict25,
70,A,,LOUI,Louisville,,Louisville,OH,"40.829441, -81.252604",1:36.06,nedistrict25,
71,A,,KFA,Kettering Fairmont,,Kettering,OH,"39.698839, -84.164473",1:36.38,swdistrict25,
72,A,,CPR,Princeton,,Cincinnati,OH,"39.275043, -84.446997",1:36.44,swdistrict25,
73,A,,TWH,Whitmer,,Toledo,OH,"41.718616, -83.611156",1:36.54,nwdistrict25,
74,A,,ENO,North,,Eastlake,OH,"41.651278, -81.446020",1:36.65,nedistrict25,
75,A,,ATV,Teays Valley,,Ashville,OH,"39.722530, -82.945641",1:36.66,central25,
76,A,,MVE,Mount Vernon,,Mount Vernon,OH,"40.378420, -82.474474",1:36.91,central25,
77,A,,CFWJ,Walsh Jesuit,,Cuyahoga Falls,OH,"41.192007, -81.496008",1:36.92,nedistrict25,
78,A,,HDAR,Hilliard Darby,,Hilliard,OH,"40.035388, -83.168105",1:37.04,central25,
79,A,,AST,Steele,,Amherst,OH,"41.403809, -82.222312",1:37.50,nwdistrict25,
80,A,,HDAV,Hilliard Davidson,,Hilliard,OH,"40.049694, -83.156922",1:37.66,central25,
81,A,,BVC,Beavercreek,,Beavercreek,OH,"39.720416, -84.033778",1:37.71,swdistrict25,
82,A,,DOV,Dover,,Dover,OH,"40.523320, -81.481673",1:37.88,nedistrict25,
83,A,,CIAN,Anderson,,Cincinnati,OH,"39.069607, -84.348721",1:38.33,swdistrict25,
84,A,,TRO,Troy,,Troy,OH,"40.045804, -84.201045",1:38.44,swdistrict25,
85,A,,PERB,Perrysburg,,Perrysburg,OH,"41.519172, -83.653030",1:38.71,nwdistrict25,
86,A,,LOV,Loveland,,Loveland,OH,"39.279797, -84.275046",1:38.96,swdistrict25,
87,A,,WLSO,South,,Willoughby,OH,"41.624763, -81.421267",1:39.17,nedistrict25,
88,A,,ULA,Lake,,Uniontown,OH,"40.960417, -81.359899",1:39.26,nedistrict25,
89,A,,NOL,North Olmsted,,North Olmsted,OH,"41.406080, -81.925110",1:39.27,nwdistrict25,
90,A,,WAD,Wadsworth,,Wadsworth,OH,"41.021539, -81.710912",1:39.34,nwdistrict25,
91,A,,NRO,North Royalton,,North Royalton,OH,"41.309129, -81.733185",1:39.81,nedistrict25,
92,A,,LAN,Lancaster,,Lancaster,OH,"39.732823, -82.585982",1:40.31,central25,
93,A,,WNO,Westerville North,,Westerville,OH,"40.132830, -82.897903",1:40.33,central25,
94,A,,PWM,Watkins Memorial,,Pataskala,OH,"39.963044, -82.649949",1:41.11,central25,
95,A,,PLH,Licking Heights,,Pataskala,OH,"40.029162, -82.737116",1:42.06,central25,
96,A,,WKI,Worthington Kilbourne,,Worthington,OH,"40.115217, -83.055895",1:42.72,central25,
97,A,,TSJJ,St. John's Jesuit,,Toledo,OH,"41.612906, -83.682217",1:45.49,nwdistrict25,
