rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
30,A,,CTAY,Taylor,,Cleves,OH,"39.170977, -84.751319",1:46.03,swdistrict25,
31,A,,CFK,Kenston,,Chagrin Falls,OH,"41.392195, -81.303848",1:46.27,nedistrict25,
32,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",1:46.65,nedistrict25,
33,A,,CAMA,Margaretta,,Castalia,OH,"41.399284, -82.801295",1:46.89,nwdistrict25,
34,A,,SHEL,Shelby,,Shelby,OH,"40.890113, -82.673283",1:46.93,nwdistrict25,
35,A,,CAMN,Archbishop McNicholas,,Cincinnati,OH,"39.085974, -84.377135",1:47.09,swdistrict25,
36,A,,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",1:47.18,swdistrict25,
37,A,,CLHB,Beaumont,School,Cleveland Heights,OH,"41.485421, -81.561363",1:47.33,nedistrict25,
38,A,,BRY,Bryan,,Bryan,OH,"41.457279, -84.568132",1:48.66,nwdistrict25,
39,A,,COSG,Columbus School for Girls,nhs,Columbus,OH,"39.968086, -82.938260",1:48.71,central25,
40,A,,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",1:48.83,swdistrict25,
41,A,,DCJ,Chaminade Julienne,Catholic High School,Dayton,OH,"39.752383, -84.192223",1:48.90,swdistrict25,
42,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:49.08,nwdistrict25,
43,A,,IND,Independence,,Independence,OH,"41.374340, -81.649124",1:49.30,nedistrict25,
44,A,,PCJA,Jonathan Alder,,Plain City,OH,"40.078095, -83.287941",1:49.42,central25,
45,A,,SBRB,Roger Bacon,,Cincinnati,OH,"39.162903, -84.502332",1:49.73,swdistrict25,
46,A,,SHE,St. Henry,,St. Henry,OH,"40.416354, -84.634782",1:49.96,nwdistrict25,
47,A,,NAP,Napoleon,,Napoleon,OH,"41.390402, -84.147467",1:50.01,nwdistrict25,
48,A,,USA,Upper Sandusky,,Upper Sandusky,OH,"40.840597, -83.281129",1:50.09,nwdistrict25,
49,A,,TOH,Ottawa Hills,,Ottawa Hills,OH,"41.669832, -83.631424",1:50.26,nwdistrict25,
50,A,,CVCA,Cuyahoga Valley Christian,Academy,Cuyahoga Falls,OH,"41.196680, -81.493043",1:50.60,nedistrict25,
51,A,,HBA,Badin,,Hamilton,OH,"39.395388, -84.592393",1:50.85,swdistrict25,
52,A,,YUR,Ursuline,,Youngstown,OH,"41.109849, -80.643130",1:51.04,nedistrict25,
53,A,,BBL,Benjamin Logan,,Bellefontaine,OH,"40.408941, -83.655001",1:51.05,swdistrict25,
54,A,,SNW,Northwestern,,Springfield,OH,"39.994508, -83.908224",1:51.14,swdistrict25,
55,A,,ORR,Orrville,,Orrville,OH,"40.848053, -81.770023",1:51.32,nedistrict25,
56,A,,CMM,Mercy McAuley,,Cincinnati,OH,"39.200829, -84.553397",1:51.82,swdistrict25,
57,A,,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",1:52.01,nwdistrict25,
58,A,,WHE,Wheelersburg,,Wheelersburg,OH,"38.722159, -82.846337",1:52.44,central25,
59,A,,VINW,Warren,,Vincent,OH,"39.388092, -81.663714",1:52.50,central25,
60,A,,BEA,Beachwood,,Beachwood,OH,"41.484048, -81.501324",1:52.76,nedistrict25,
61,A,,SCL,St. Clairsville,,St. Clairsville,OH,"40.079640, -80.896491",1:52.85,central25,
62,A,,NPH,New Philadelphia,,New Philadelphia,OH,"40.494380, -81.450237",1:53.02,central25,
63,A,,NSP,St. Paul,,Norwalk,OH,"41.245079, -82.611465",1:53.15,nwdistrict25,
64,A,,DCA,Carroll,,Dayton,,"39.741866, -84.113388",1:53.38,swdistrict25,
65,A,,ADA,Ada,,Ada,OH,"40.774727, -83.832852",1:53.62,nwdistrict25,
66,A,,COTO,Tree of Life Christian,,Columbus,OH,"40.04091749742095, -82.99071114800029",1:53.95,central25,
67,A,,CNDC,Notre Dame-Cathedral Latin,,Chardon,OH,"41.514751, -81.249669",1:54.08,nedistrict25,
68,A,,STE,Steubenville,,Steubenville,OH,"40.365024, -80.612165",1:54.16,central25,
69,A,,CCM,Clinton-Massie,,Clarksville,OH,"39.446521, -83.985214",1:54.16,swdistrict25,
70,A,,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",1:54.48,nwdistrict25,
71,A,,CWG,West Geauga,,Chesterland,OH,"41.502898, -81.337292",1:54.52,nedistrict25,
72,A,,COSH,Coshocton,,Coshocton,OH,"40.258313, -81.845642",1:54.55,central25,
73,A,,VWE,Van Wert,,Van Wert,OH,"40.848872, -84.604743",1:54.58,nwdistrict25,
74,A,,MPL,Pleasant,,Marion,OH,"40.516627, -83.137041",1:54.71,central25,
75,A,,SHL,Laurel,School,Shaker Heights,OH,"41.482303, -81.512783",1:54.95,nedistrict25,
76,A,,NBR,New Bremen,,New Bremen,OH,"40.436355, -84.362117",1:55.13,nwdistrict25,
77,A,,MAD,Madison,,Madison,OH,"41.790335, -81.067630",1:55.33,nedistrict25,
78,A,,CCC,Central Catholic,,Canton,OH,"40.792331, -81.437690",1:55.35,nedistrict25,
79,A,,ELLD,Elida,,Elida,OH,"40.789575, -84.195603",1:55.54,nwdistrict25,
80,A,,PSE,Poland Seminary,,Poland,OH,"41.004101, -80.591280",1:55.72,nedistrict25,
81,A,,CSME,Miami East,,Casstown,OH,"40.086039, -84.115685",1:55.75,swdistrict25,
82,A,,PER,Perry,,Perry,OH,"41.773352, -81.140964",1:56.66,nedistrict25,
83,A,,WRV,River View,,Warsaw,OH,"40.339216, -81.959144",1:56.91,central25,
84,A,,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",1:56.92,nwdistrict25,
85,A,,BARN,Barnesville,,Barnesville,OH,"39.987000, -81.157205",1:58.43,central25,
86,A,,COTW,The Wellington School,nhs,Columbus,OH,"40.031251, -83.064231",1:58.54,central25,
87,A,,WIC,Indian Creek,,Wintersville,OH,"40.377015, -80.715419",1:58.97,central25,
88,A,,MFER,Martins Ferry,,Martins Ferry,OH,"40.110965, -80.727010",1:59.85,central25,
89,A,,SLC,Lehman Catholic,,Sidney,OH,"40.312708, -84.172068",1:59.88,swdistrict25,
90,A,,PND,Notre Dame,,Portsmouth,OH,"38.750099, -82.985844",2:00.13,central25,
91,A,,BLU,Liberty Union,,Baltimore,OH,"39.847164, -82.607377",2:00.61,central25,
92,A,,JMO,Johnstown-Monroe,,Johnstown,OH,"40.146359, -82.681376",2:01.97,central25,
93,A,,LBE,Beaver,,East Liverpool,OH,"40.711713, -80.630225",2:02.02,central25,
