rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
24,Preston Wooley,Sr,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:47.89,nedistrict24,
25,Sam Houg,Jr,VWE,Van Wert,,Van Wert,OH,"40.848872, -84.604743",1:48.09,nwdistrict24,
26,Eli Morgan,Fr,CLY,Clyde,,Clyde,OH,"41.29031564059594, -82.98643262234006",1:48.29,nwdistrict24,
27,Brendan Swinderman,So,VANB,Butler,,Vandalia,OH,"39.885121, -84.197325",1:48.68,swdistrict24,
28,Luke Nagle,Jr,COP,Copley,,Copley,OH,"41.112630, -81.649216",1:48.73,nedistrict24,
29,Brendan Sulak,So,HVUS,University School,nhs,Hunting Valley,OH,"41.485518, -81.427641",1:48.74,nedistrict24,
30,Evan McNamara,Jr,IND,Independence,,Independence,OH,"41.374340, -81.649124",1:49.00,nedistrict24,
31,Hank McCall,Fr,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",1:49.32,swdistrict24,
32,Pete Delida,So,WHO,Howland,,Warren,OH,"41.239850, -80.745293",1:50.05,nedistrict24,
33,George Marshall,Fr,ASVS,St. Vincent-St. Mary,,Akron,OH,"41.088600, -81.522810",1:50.11,nedistrict24,
34,Derek Barnhill,Jr,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",1:50.11,nwdistrict24,
35,Dayne Schlagetter,Jr,VANB,Butler,,Vandalia,OH,"39.885121, -84.197325",1:50.39,swdistrict24,
36,Andrew Varanese,Fr,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",1:50.42,nedistrict24,
37,Danny Greene,Jr,CHA,Chardon,,Chardon,OH,"41.591271, -81.200412",1:50.42,nedistrict24,
38,Nathan Warnke,Jr,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",1:50.49,nwdistrict24,
39,Kegan Hoy,So,RORV,Rocky River,,Rocky River,OH,"41.473668, -81.851096",1:50.76,nedistrict24,
40,William Butler,Jr,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:50.88,nedistrict24,
41,Benjamin Keyerleber,So,BEA,Beachwood,,Beachwood,OH,"41.484048, -81.501324",1:50.93,nedistrict24,
42,Malachi Reeder,Fr,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",1:51.10,nwdistrict24,
43,James Bordenkircher,Sr,AAHO,Archbishop Hoban,,Akron,OH,"41.062341, -81.496088",1:51.60,nedistrict24,
44,Jackson Chapin,So,EAT,Eaton,,Eaton,OH,"39.732767, -84.649014",1:51.68,swdistrict24,
45,Aaron Bernys,Jr,BVB,Bay,,Bay Village,OH,"41.486992, -81.943391",1:51.72,nedistrict24,
46,Grady Schaublin,Sr,MCC,McComb,,McComb,OH,"41.104132, -83.793036",1:51.93,nwdistrict24,
47,Matt Schomaker,Fr,SBRB,Roger Bacon,,Cincinnati,OH,"39.162903, -84.502332",1:52.03,swdistrict24,
48,Lucas Mitchell,Sr,CVCA,Cuyahoga Valley Christian,Academy,Cuyahoga Falls,OH,"41.196680, -81.493043",1:52.10,nedistrict24,
49,Griffin Lotton,So,LON,London,,London,OH,"39.905186, -83.448153",1:52.57,central24,
50,Josef Dautovic,Jr,CLVA,Villa Angela-St. Joseph,,Cleveland,OH,"41.595970, -81.550560",1:52.87,nedistrict24,
51,Will Gorentz,Fr,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:52.92,swdistrict24,
52,Mason Conway,Fr,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:53.02,nedistrict24,
53,Miles Kuntz,Jr,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",1:53.06,nwdistrict24,
54,Carter Luce,So,BRY,Bryan,,Bryan,OH,"41.457279, -84.568132",1:53.08,nwdistrict24,
55,Jason Lenczyk,Jr,HUR,Huron,,Huron,OH,"41.397835, -82.564695",1:53.24,nwdistrict24,
56,Joss Hogenesch,Fr,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:53.56,swdistrict24,
57,Kevin Feik,Sr,NRCC,Colonel Crawford,,North Robinson,OH,"40.788253, -82.855703",1:54.00,nwdistrict24,
58,Michael Lattanzio,So,YUR,Ursuline,,Youngstown,OH,"41.109849, -80.643130",1:54.15,nedistrict24,
59,Tait McCarthy,Fr,TPA,Athens,,The Plains,OH,"39.372428, -82.128025",1:54.38,central24,
60,Geert Fischer,So,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",1:54.55,central24,
61,Eli Ganger,So,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",1:54.64,swdistrict24,
62,Ryan Panzica,So,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",1:54.68,nedistrict24,
63,Robert Hoffman,Fr,NAP,Napoleon,,Napoleon,OH,"41.390402, -84.147467",1:55.22,nwdistrict24,
64,Gage Groetz,Fr,LCL,Cloverleaf,,Lodi,OH,"41.040734, -81.964936",1:55.23,nedistrict24,
65,Kaleb Kleinschmit,Fr,SMM,St. Marys Memorial,,St. Marys,OH,"40.558323, -84.374242",1:55.34,nwdistrict24,
66,Thomas Kessler,Sr,CHI,Chillicothe,,Chillicothe,OH,"39.341998, -82.988352",1:55.51,central24,
67,Auggy Newberry,Fr,HBA,Badin,,Hamilton,OH,"39.395388, -84.592393",1:55.56,swdistrict24,
68,Julian Cherok,Sr,CBW,Bishop Watterson,,Columbus,OH,"40.048986, -83.016282",1:55.66,central24,
69,Logan Bartlett,Jr,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:55.88,nwdistrict24,
70,Spencer Joliat,Fr,LOUI,Louisville,,Louisville,OH,"40.829441, -81.252604",1:56.47,nedistrict24,
71,Alex Brown,Sr,DCJ,Chaminade Julienne,Catholic High School,Dayton,OH,"39.752383, -84.192223",1:56.71,swdistrict24,
72,AJ Helmick,Jr,CAN,Canfield,,Canfield,OH,"41.028312, -80.773217",1:56.97,nedistrict24,
73,Devin Yeager,Sr,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",1:57.19,central24,
74,Grant Barnhill,Fr,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",1:57.24,nwdistrict24,
75,Jake Packard,So,ASH,Ashland,,Ashland,OH,"40.854435, -82.325601",1:57.37,nwdistrict24,
76,Aidan Bacon,Jr,USA,Upper Sandusky,,Upper Sandusky,OH,"40.840597, -83.281129",1:57.40,nwdistrict24,
77,Aidan Minnick,So,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",1:57.63,nwdistrict24,
78,Mason Carnahan,Sr,WIL,Willard,,Willard,OH,"41.046242, -82.729728",1:57.93,nwdistrict24,
79,Matt Siler,Jr,WAU,Wauseon,,Wauseon,OH,"41.553403, -84.127931",1:58.05,nwdistrict24,
80,Grady Bosse,Jr,FCC,Cincinnati Christian,,Fairfield,OH,"39.368681, -84.498138",1:58.11,swdistrict24,
81,Aaron Simpson,Sr,ANN,Anna,,Anna,OH,"40.39708793778433, -84.17633420159419",1:58.27,swdistrict24,
82,Caden Stover,Sr,NAP,Napoleon,,Napoleon,OH,"41.390402, -84.147467",1:58.28,nwdistrict24,
83,Kaleb Pena,Sr,CLY,Clyde,,Clyde,OH,"41.29031564059594, -82.98643262234006",1:58.29,nwdistrict24,
84,Grayden Edwards,Fr,NLT,Triad,,North Lewisburg,OH,"40.17629117130909, -83.58243017649707",1:58.51,swdistrict24,
85,Aiden Hildebrand,Sr,BGR,Bowling Green,,Bowling Green,OH,"41.387166, -83.657431",1:58.56,nwdistrict24,
86,Mason Towey,So,CWG,West Geauga,,Chesterland,OH,"41.502898, -81.337292",1:58.72,nedistrict24,
87,Grant Wallery,Sr,ASH,Ashland,,Ashland,OH,"40.854435, -82.325601",1:59.17,nwdistrict24,
88,Dallin Stirling,Fr,DTV,Tri-Valley,,Dresden,OH,"40.120914, -82.004689",1:59.32,central24,
89,Trenton Staib,Sr,TCO,Columbian,,Tiffin,OH,"41.108863, -83.177897",1:59.33,nwdistrict24,
90,Carson Blevins,Jr,WAY,Waynesville,,Waynesville,OH,"39.535708, -84.092335",1:59.52,swdistrict24,
91,Isaac Scott,Sr,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",1:59.64,swdistrict24,
92,Ethan Bruner,Jr,KRO,Roosevelt,,Kent,OH,"41.168809, -81.355950",1:59.71,nedistrict24,
93,Jackson Swiatek,Fr,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",1:59.79,nwdistrict24,
94,Hugo Kerling,Fr,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",1:59.92,swdistrict24,
95,Maddox Mynarsky,Sr,NSP,St. Paul,,Norwalk,OH,"41.245079, -82.611465",2:00.19,nwdistrict24,
96,Preston Miller,Fr,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",2:00.30,nwdistrict24,
97,Ross Braswell,Jr,COTW,The Wellington School,nhs,Columbus,OH,"40.031251, -83.064231",2:01.02,central24,
98,Sam Wegner,So,DTV,Tri-Valley,,Dresden,OH,"40.120914, -82.004689",2:01.03,central24,
99,Brodie Schlagetter,Fr,VANB,Butler,,Vandalia,OH,"39.885121, -84.197325",2:01.31,swdistrict24,
100,Josh Fallgren,Jr,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",2:01.60,nwdistrict24,
101,Enzo Burson,Jr,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",2:01.65,central24,
102,Connor Hartford,So,HBA,Badin,,Hamilton,OH,"39.395388, -84.592393",2:01.88,swdistrict24,
103,Alex Back,Jr,CICD,Cincinnati Country Day,School,Cincinnati,OH,"39.185750, -84.327596",2:01.89,swdistrict24,
104,Gavyn Sanchez,Sr,BOT,Botkins,,Botkins,OH,"40.468867, -84.179626",2:02.10,swdistrict24,
105,Ashton Kennedy,Jr,PCJA,Jonathan Alder,,Plain City,OH,"40.078095, -83.287941",2:02.24,central24,
106,Andrew Hu,So,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",2:03.41,swdistrict24,
107,Gavin Donovan,Jr,VANB,Butler,,Vandalia,OH,"39.885121, -84.197325",2:03.82,swdistrict24,
108,Zach Dale,Sr,DOV,Dover,,Dover,OH,"40.523320, -81.481673",2:03.97,central24,
109,Connor Vondrell,So,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",2:03.97,nwdistrict24,
110,Robbie Myers,Sr,WAY,Waynesville,,Waynesville,OH,"39.535708, -84.092335",2:04.34,swdistrict24,
111,Travis Allen,Sr,JNO,Northridge,,Johnstown,OH,"40.187941, -82.607303",2:04.36,central24,
112,Jack Grieshop,Sr,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",2:04.37,central24,
113,Tate Ayers,Sr,MAR,Marietta,,Marietta,OH,"39.439798, -81.453854",2:04.50,central24,
114,Isaiah Capell,Jr,LON,London,,London,OH,"39.905186, -83.448153",2:04.88,central24,
115,Evan Cicora,Sr,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",2:05.33,swdistrict24,
116,Mason Boggs,Fr,LBE,Beaver,,East Liverpool,OH,"40.711713, -80.630225",2:05.56,central24,
117,Max Berry,Fr,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",2:06.28,central24,
118,Ben Kozen,Jr,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",2:06.93,swdistrict24,
119,Oliver Schmerge,So,BOT,Botkins,,Botkins,OH,"40.468867, -84.179626",2:07.15,swdistrict24,
120,J.T. Hamstra,Sr,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",2:07.63,swdistrict24,
121,Tillman Hawk,Sr,ZMA,Maysville,,Zanesville,OH,"39.878727, -82.051564",2:08.03,central24,
122,Owen Rusnak,Jr,ZMA,Maysville,,Zanesville,OH,"39.878727, -82.051564",2:08.06,central24,
123,Cale McNamara,Fr,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",2:09.77,central24,
124,Caden Blake,So,DTV,Tri-Valley,,Dresden,OH,"40.120914, -82.004689",2:11.16,central24,
125,Tyler Pelle,Fr,MAL,Malvern,,Malvern,OH,"40.687222418185605, -81.16173646779532",2:11.20,central24,
126,Trey Mills,So,COB,Beechcroft,,Columbus,OH,"40.094875, -82.964313",2:11.74,central24,
127,Evan Dorenkott,Fr,DOV,Dover,,Dover,OH,"40.523320, -81.481673",2:13.14,central24,
128,Charlie Brandt,So,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",2:18.91,central24,
