rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
43,A,,CFK,Kenston,,Chagrin Falls,OH,"41.392195, -81.303848",1:46.22,nedistrict24,
44,A,,DCA,Carroll,,Dayton,,"39.741866, -84.113388",1:46.24,swdistrict24,
45,A,,HUR,Huron,,Huron,OH,"41.397835, -82.564695",1:46.95,nwdistrict24,
46,A,,IND,Independence,,Independence,OH,"41.374340, -81.649124",1:47.32,nedistrict24,
47,A,,VINW,Warren,,Vincent,OH,"39.388092, -81.663714",1:47.36,central24,
48,A,,YUR,Ursuline,,Youngstown,OH,"41.109849, -80.643130",1:47.42,nedistrict24,
49,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:47.47,nedistrict24,
50,A,,CICD,Cincinnati Country Day,School,Cincinnati,OH,"39.185750, -84.327596",1:47.77,swdistrict24,
51,A,,CLUB,Columbiana,,Columbiana,OH,"40.880808, -80.680837",1:47.94,nedistrict24,
52,A,,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",1:47.97,swdistrict24,
53,A,,BGR,Bowling Green,,Bowling Green,OH,"41.387166, -83.657431",1:48.21,nwdistrict24,
54,A,,WIL,Willard,,Willard,OH,"41.046242, -82.729728",1:48.56,nwdistrict24,
55,A,,BOT,Botkins,,Botkins,OH,"40.468867, -84.179626",1:49.06,swdistrict24,
56,A,,GMC,McClain,,Greenfield,OH,"39.351013, -83.388545",1:49.24,central24,
57,A,,COL,Coldwater,,Coldwater,OH,"40.481679, -84.629590",1:49.37,nwdistrict24,
58,A,,PTCL,Port Clinton,,Port Clinton,OH,"41.503497, -82.937835",1:49.54,nwdistrict24,
59,A,,DOV,Dover,,Dover,OH,"40.523320, -81.481673",1:49.63,central24,
60,A,,USA,Upper Sandusky,,Upper Sandusky,OH,"40.840597, -83.281129",1:49.75,nwdistrict24,
61,A,,SAN,Sandusky,,Sandusky,OH,"41.434338, -82.712499",1:49.85,nwdistrict24,
62,A,,BRY,Bryan,,Bryan,OH,"41.457279, -84.568132",1:50.05,nwdistrict24,
63,A,,COP,Copley,,Copley,OH,"41.112630, -81.649216",1:50.29,nedistrict24,
64,A,,NPH,New Philadelphia,,New Philadelphia,OH,"40.494380, -81.450237",1:50.48,central24,
65,A,,ASH,Ashland,,Ashland,OH,"40.854435, -82.325601",1:50.65,nwdistrict24,
66,A,,NRCC,Colonel Crawford,,North Robinson,OH,"40.788253, -82.855703",1:51.40,nwdistrict24,
67,A,,DCH,Dayton Christian,School,Miamisburg,OH,"39.614029, -84.210022",1:51.61,swdistrict24,
68,A,,GEN,Geneva,,Geneva,OH,"41.800428, -80.928698",1:51.67,nedistrict24,
69,A,,VER,Vermilion,,Vermilion,OH,"41.411256, -82.357850",1:51.76,nwdistrict24,
70,A,,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",1:52.06,central24,
71,A,,NBR,New Bremen,,New Bremen,OH,"40.436355, -84.362117",1:52.12,nwdistrict24,
72,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",1:52.24,nwdistrict24,
73,A,,CAMA,Margaretta,,Castalia,OH,"41.399284, -82.801295",1:53.31,nwdistrict24,
74,A,,SHEL,Shelby,,Shelby,OH,"40.890113, -82.673283",1:53.87,nwdistrict24,
75,A,,CHCA,Cincinnati Hills Christian,Academy,Cincinnati,OH,"39.276971, -84.337058",1:54.29,swdistrict24,
76,A,,CBH,Bishop Hartley,,Columbus,,"39.944917, -82.911518",1:54.47,central24,
77,A,,BRVL,Brookville,,Brookville,OH,"39.828113, -84.420570",1:54.96,swdistrict24,
78,A,,SSMC,St. Mary Central Catholic,,Sandusky,OH,"41.451012, -82.711819",1:55.24,nwdistrict24,
79,A,,BELF,Bellefontaine,,Bellefontaine,OH,"40.348075, -83.753845",1:55.51,swdistrict24,
80,A,,PHNL,Newton,,Pleasant Hill,OH,"40.054883, -84.341153",1:55.67,swdistrict24,
81,A,,MBF,Bishop Fenwick,,Franklin,OH,"39.491974, -84.294466",1:55.84,swdistrict24,
82,A,,CLE,Logan Elm,,Circleville,OH,"39.561268, -82.851076",1:55.93,central24,
83,A,,CTAY,Taylor,,Cleves,OH,"39.170977, -84.751319",1:57.15,swdistrict24,
84,A,,CZT,Zane Trace,,Chillicothe,OH,"39.427893, -82.937674",1:57.37,central24,
85,A,,ELI,East Liverpool,,East Liverpool,OH,"40.628865, -80.567505",1:57.62,central24,
86,A,,RED,Edison,,Richmond,OH,"40.448593, -80.746598",1:57.87,central24,
87,A,,MGI,Mount Gilead,,Mount Gilead,OH,"40.556025, -82.832091",1:57.93,central24,
88,A,,HIL,Hillsboro,,Hillsboro,OH,"39.183731, -83.614227",2:00.50,central24,
89,A,,COSH,Coshocton,,Coshocton,OH,"40.258313, -81.845642",2:03.33,central24,
90,A,,ZMA,Maysville,,Zanesville,OH,"39.878727, -82.051564",2:04.34,central24,
91,A,,COTO,Tree of Life Christian,,Columbus,OH,"40.04091749742095, -82.99071114800029",2:05.99,central24,
92,A,,WAN,Andrews Osborne,Academy,Willoughby,OH,"41.641388, -81.396967",2:06.20,nedistrict24,
93,A,,CSME,Miami East,,Casstown,OH,"40.086039, -84.115685",2:07.37,swdistrict24,
94,A,,LCEC,East Clinton,,Sabina,OH,"39.418538, -83.648452",2:08.71,swdistrict24,
