rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
50,A,,LON,London,,London,OH,"39.905186, -83.448153",3:36.21,central24,
51,A,,CTAY,Taylor,,Cleves,OH,"39.170977, -84.751319",3:37.42,swdistrict24,
52,A,,BRV,River Valley,,Bidwell,OH,"38.918044, -82.289281",3:37.46,central24,
53,A,,COP,Copley,,Copley,OH,"41.112630, -81.649216",3:37.58,nedistrict24,
54,A,,BELB,Bellbrook,,Bellbrook,OH,"39.652774, -84.067779",3:38.09,swdistrict24,
55,A,,MMC,Madison Comprehensive,,Mansfield,OH,"40.774653, -82.460698",3:38.76,nwdistrict24,
56,A,,KRO,Roosevelt,,Kent,OH,"41.168809, -81.355950",3:39.35,nedistrict24,
57,A,,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",3:39.68,central24,
58,A,,CAMA,Margaretta,,Castalia,OH,"41.399284, -82.801295",3:39.98,nwdistrict24,
59,A,,LOUI,Louisville,,Louisville,OH,"40.829441, -81.252604",3:40.37,nedistrict24,
60,A,,GEN,Geneva,,Geneva,OH,"41.800428, -80.928698",3:40.54,nedistrict24,
61,A,,CLUB,Columbiana,,Columbiana,OH,"40.880808, -80.680837",3:40.61,nedistrict24,
62,A,,SBRB,Roger Bacon,,Cincinnati,OH,"39.162903, -84.502332",3:40.68,swdistrict24,
63,A,,COSF,St. Francis de Sales,,Columbus,OH,"40.053211, -82.975205",3:40.74,central24,
64,A,,SAN,Sandusky,,Sandusky,OH,"41.434338, -82.712499",3:41.06,nwdistrict24,
65,A,,ASH,Ashland,,Ashland,OH,"40.854435, -82.325601",3:41.80,nwdistrict24,
66,A,,USA,Upper Sandusky,,Upper Sandusky,OH,"40.840597, -83.281129",3:41.91,nwdistrict24,
67,A,,VERS,Versailles,,Versailles,OH,"40.213645, -84.486794",3:42.02,swdistrict24,
68,A,,ALL,Alliance,,Alliance,OH,"40.911356, -81.111221",3:42.32,nedistrict24,
69,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",3:42.38,nwdistrict24,
70,A,,PSE,Poland Seminary,,Poland,OH,"41.004101, -80.591280",3:45.11,nedistrict24,
71,A,,KEN,Kenton,,Kenton,OH,"40.653701, -83.595710",3:45.82,nwdistrict24,
72,A,,CEL,Celina,,Celina,OH,"40.555665, -84.557991",3:46.27,nwdistrict24,
73,A,,CICM,Clark Montessori,,Cincinnati,OH,"39.139298, -84.428634",3:47.34,swdistrict24,
74,A,,DTV,Tri-Valley,,Dresden,OH,"40.120914, -82.004689",3:47.68,central24,
75,A,,HBA,Badin,,Hamilton,OH,"39.395388, -84.592393",3:48.18,swdistrict24,
76,A,,WAY,Waynesville,,Waynesville,OH,"39.535708, -84.092335",3:48.37,swdistrict24,
77,A,,ZMA,Maysville,,Zanesville,OH,"39.878727, -82.051564",3:49.83,central24,
78,A,,WRV,River View,,Warsaw,OH,"40.339216, -81.959144",3:50.98,central24,
79,A,,MBF,Bishop Fenwick,,Franklin,OH,"39.491974, -84.294466",3:51.37,swdistrict24,
80,A,,DBV,Buckeye Valley,,Delaware,OH,"40.348814, -83.091635",3:53.03,central24,
81,A,,LBE,Beaver,,East Liverpool,OH,"40.711713, -80.630225",3:53.78,central24,
82,A,,SPG,Graham,,St. Paris,OH,"40.122154, -83.908836",3:53.96,swdistrict24,
83,A,,CARV,River Valley,,Caledonia,OH,"40.584898, -83.013730",3:54.61,central24,
84,A,,BELF,Bellefontaine,,Bellefontaine,OH,"40.348075, -83.753845",3:54.92,swdistrict24,
85,A,,RED,Edison,,Richmond,OH,"40.448593, -80.746598",3:55.51,central24,
86,A,,CBW,Bishop Watterson,,Columbus,OH,"40.048986, -83.016282",3:56.78,central24,
87,A,,CZT,Zane Trace,,Chillicothe,OH,"39.427893, -82.937674",3:57.25,central24,
88,A,,BBL,Benjamin Logan,,Bellefontaine,OH,"40.408941, -83.655001",3:57.51,swdistrict24,
89,A,,DCH,Dayton Christian,School,Miamisburg,OH,"39.614029, -84.210022",3:58.98,swdistrict24,
90,A,,WIC,Indian Creek,,Wintersville,OH,"40.377015, -80.715419",3:59.11,central24,
91,A,,NRCH,New Richmond,,New Richmond,OH,"38.953584, -84.269066",3:59.72,swdistrict24,
92,A,,CLE,Logan Elm,,Circleville,OH,"39.561268, -82.851076",4:03.46,central24,
93,A,,DOV,Dover,,Dover,OH,"40.523320, -81.481673",4:04.40,central24,
94,A,,XLC,Legacy Christian Academy,nhs,Xenia,OH,"39.669935, -83.923428",4:05.51,swdistrict24,
95,A,,BARN,Barnesville,,Barnesville,OH,"39.987000, -81.157205",4:17.59,central24,
