rk,nm,gr,sc,sh,shx,ct,st,ll,ti,mt,auto
36,Grace Chen,Jr,SOL,Solon,,Solon,OH,"41.377670, -81.441060",1:08.42,nedistrict23,
37,Ella Longhouse,So,LCOR,Olentangy Orange,,Lewis Center,OH,"40.171851, -82.978987",1:08.43,central23,
38,Sophie Sperber,Fr,CEN,Centerville,,Centerville,OH,"39.626987, -84.148198",1:08.47,swdistrict23,
39,Sophia Gustafson,Sr,NAL,New Albany,,New Albany,OH,"40.084160, -82.815574",1:08.49,central23,
40,Meredith Bartel,Sr,TWC,Twinsburg,,Twinsburg,OH,"41.317304, -81.451106",1:08.66,nedistrict23,
41,Morgan Vogel,Sr,MED,Medina,,Medina,OH,"41.144765, -81.850433",1:08.71,nwdistrict23,
42,Vivian Naylor,Sr,CURA,Ursuline,Academy,Cincinnati,OH,"39.247894, -84.371321",1:09.06,swdistrict23,
43,Roan Stacey,Fr,WSO,Westerville South,,Westerville,OH,"40.118040, -82.923453",1:09.07,central23,
44,Grace Markley,Sr,WCLW,Lakota West,,West Chester,OH,"39.330294, -84.431138",1:09.16,swdistrict23,
45,Janet Rockenberger,Fr,CHA,Chardon,,Chardon,OH,"41.591271, -81.200412",1:09.22,nedistrict23,
46,Olivia Price,Jr,WTW,Thomas Worthington,,Worthington,OH,"40.090509, -83.025051",1:09.32,central23,
47,Sandhya Narayanan,Jr,CEN,Centerville,,Centerville,OH,"39.626987, -84.148198",1:09.44,swdistrict23,
48,Ava First,Sr,DOB,Olentangy Berlin,,Delaware,OH,"40.254987, -83.002974",1:09.45,central23,
49,Kami Contakis,So,UPA,Upper Arlington,,Upper Arlington,OH,"40.015311, -83.054726",1:09.49,central23,
50,Emma Burkey,Sr,MAY,Mayfield,,Mayfield Village,OH,"41.536528, -81.459515",1:09.52,nedistrict23,
51,Addi McCusker,Jr,GLI,Gahanna Lincoln,,Gahanna,OH,"40.016451, -82.865533",1:09.60,central23,
52,Sienna Cahal,So,NRO,North Royalton,,North Royalton,OH,"41.309129, -81.733185",1:09.61,nedistrict23,
53,Abbey Kutchel,Sr,STRG,Strongsville,,Strongsville,OH,"41.303367, -81.845993",1:09.64,nwdistrict23,
54,Sophie Wang,Jr,MAS,Mason,,Mason,OH,"39.351367, -84.306013",1:09.65,swdistrict23,
55,Isa Cornwell,Sr,CSUA,St. Ursula,Academy,Cincinnati,OH,"39.124710, -84.481598",1:09.80,swdistrict23,
56,Molly Gregory,Sr,MARY,Marysville,,Marysville,OH,"40.250365, -83.381003",1:09.90,central23,
57,Sarah Schueler,Fr,AFI,Firestone,,Akron,OH,"41.118939, -81.564683",1:09.90,nedistrict23,
58,Elizabeth Sidener,Jr,WAP,Wapakoneta,,Wapakoneta,OH,"40.583246, -84.194470",1:09.95,nwdistrict23,
59,Grace McKenzie,Sr,SYSO,Sylvania Southview,,Sylvania,OH,"41.687547, -83.716431",1:10.15,nwdistrict23,
60,Madeline McGirr,So,LTLE,Lakota East,,Liberty Township,OH,"39.379273, -84.371020",1:10.17,swdistrict23,
61,Anya Willett,So,LOUI,Louisville,,Louisville,OH,"40.829441, -81.252604",1:10.24,nedistrict23,
62,Andrya Carlson,Fr,LEB,Lebanon,,Lebanon,OH,"39.463762, -84.181354",1:10.27,swdistrict23,
63,Alicia Burke,Sr,CSET,Seton,,Cincinnati,OH,"39.112886, -84.578631",1:10.30,swdistrict23,
64,Hazel Culver,So,HAM,Hamilton,,Hamilton,OH,"39.425213, -84.578546",1:10.37,swdistrict23,
65,Bode McDougal,So,RORV,Rocky River,,Rocky River,OH,"41.473668, -81.851096",1:10.51,nwdistrict23,
66,Sarah Neighbor,So,COSF,St. Francis de Sales,,Columbus,OH,"40.053211, -82.975205",1:10.64,central23,
67,Meg Wolf,Sr,DHA,Hayes,,Delaware,OH,"40.310505, -83.080234",1:10.64,central23,
68,Maya Metzler,Jr,HUD,Hudson,,Hudson,OH,"41.256797, -81.413904",1:10.88,nedistrict23,
69,Ava Speelman,Sr,CFWJ,Walsh Jesuit,,Cuyahoga Falls,OH,"41.192007, -81.496008",1:11.04,nedistrict23,
70,Raine Deangelis,Fr,WES,Westlake,,Westlake,OH,"41.460632, -81.928970",1:11.05,nwdistrict23,
71,Suhani Prakash,Fr,CSYC,Sycamore,,Cincinnati,OH,"39.267037, -84.352090",1:11.46,swdistrict23,
72,Audrey Fleshour,So,LOV,Loveland,,Loveland,OH,"39.279797, -84.275046",1:11.53,swdistrict23,
73,Nicole Mavrogianis,Jr,WHO,Howland,,Warren,OH,"41.239850, -80.745293",1:11.58,nedistrict23,
74,Mariam Ndiaye,So,MAS,Mason,,Mason,OH,"39.351367, -84.306013",1:11.73,swdistrict23,
75,Petra Crnjak,So,YBO,Boardman,,Youngstown,OH,"41.011154, -80.668442",1:11.78,nedistrict23,
76,Chloe Pisanelli,So,RRM,Magnificat,,Rocky River,OH,"41.468468, -81.850298",1:11.78,nwdistrict23,
77,Gracie Yoder,Jr,MPE,Perry,,Massillon,OH,"40.789187, -81.462916",1:11.80,nedistrict23,
78,Raine Stepp,Fr,FAI,Fairborn,,Fairborn,OH,"39.784583, -84.005310",1:11.98,swdistrict23,
79,Jeanie Barzellato,Jr,KRO,Roosevelt,,Kent,OH,"41.168809, -81.355950",1:12.06,nedistrict23,
80,Beckley Shelton,So,CURA,Ursuline,Academy,Cincinnati,OH,"39.247894, -84.371321",1:12.11,swdistrict23,
81,Sarah Collins,So,HUD,Hudson,,Hudson,OH,"41.256797, -81.413904",1:12.17,nedistrict23,
82,Lily Schwelgin,Sr,DJER,Dublin Jerome,,Dublin,OH,"40.133757, -83.177420",1:12.23,central23,
83,Elle Lesage,Fr,TSUA,St. Ursula,Academy,Toledo,OH,"41.670864, -83.640240",1:12.28,nwdistrict23,
84,Ashley Porr,So,AVO,Avon,,Avon,OH,"41.444579, -82.037907",1:12.55,nwdistrict23,
85,Morgan Staska,Sr,WLSO,South,,Willoughby,OH,"41.624763, -81.421267",1:12.71,nedistrict23,
86,Ella Billiot,Jr,BGR,Bowling Green,,Bowling Green,OH,"41.387166, -83.657431",1:12.75,nwdistrict23,
87,Sydney Peer,Sr,WES,Westlake,,Westlake,OH,"41.460632, -81.928970",1:12.78,nwdistrict23,
88,Maggie Layne,Jr,BGR,Bowling Green,,Bowling Green,OH,"41.387166, -83.657431",1:12.84,nwdistrict23,
89,Evie Macklin,Fr,SHT,Shaker Heights,,Shaker Heights,OH,"41.473276, -81.568492",1:12.91,nedistrict23,
90,Lia Bruncak,So,LCO,Olentangy,,Lewis Center,OH,"40.205092, -83.020650",1:12.92,central23,
91,Violet Siftar,Jr,AVO,Avon,,Avon,OH,"41.444579, -82.037907",1:13.01,nwdistrict23,
92,Kali Angerstien,Sr,GGR,Green,,Uniontown,OH,"40.957684, -81.473300",1:13.32,nedistrict23,
93,Julia Basista,Sr,YBO,Boardman,,Youngstown,OH,"41.011154, -80.668442",1:13.35,nedistrict23,
94,Lilly Becker,Fr,BER,Berea-Midpark,,Berea,OH,"41.373427, -81.845119",1:13.35,nwdistrict23,
95,Madison Andres,Jr,MEN,Mentor,,Mentor,OH,"41.694749, -81.336990",1:13.44,nedistrict23,
96,Kelsey Krizansky,Fr,AUR,Aurora,,Aurora,OH,"41.310991, -81.350809",1:13.46,nedistrict23,
97,Emery Charles,So,COH,Oak Hills,,Cincinnati,OH,"39.146768, -84.648598",1:13.48,swdistrict23,
98,Maren Reville,Fr,CBW,Bishop Watterson,,Columbus,OH,"40.048986, -83.016282",1:13.49,central23,
99,Rylee Jarosz,Jr,MVE,Mount Vernon,,Mount Vernon,OH,"40.378420, -82.474474",1:13.54,central23,
100,Brooke Smith,Sr,CWC,West Clermont,,Cincinnati,OH,"39.069606, -84.246657",1:13.55,swdistrict23,
101,Josie Kuhel,Fr,SHT,Shaker Heights,,Shaker Heights,OH,"41.473276, -81.568492",1:13.73,nedistrict23,
102,Ruby Schaefer,Jr,CSET,Seton,,Cincinnati,OH,"39.112886, -84.578631",1:13.74,swdistrict23,
103,Maddie Mraz,Jr,YBO,Boardman,,Youngstown,OH,"41.011154, -80.668442",1:14.07,nedistrict23,
104,Claire Mackay,Fr,AVO,Avon,,Avon,OH,"41.444579, -82.037907",1:14.07,nwdistrict23,
105,Ava Wells,So,WKI,Worthington Kilbourne,,Worthington,OH,"40.115217, -83.055895",1:14.14,central23,
106,Elle Dannemiller,Sr,AFI,Firestone,,Akron,OH,"41.118939, -81.564683",1:14.21,nedistrict23,
107,Ayla Fidanza,Sr,CSYC,Sycamore,,Cincinnati,OH,"39.267037, -84.352090",1:14.21,swdistrict23,
108,Evy Hunt,Fr,WTW,Thomas Worthington,,Worthington,OH,"40.090509, -83.025051",1:14.28,central23,
109,Emma Barricklow,Fr,SYSO,Sylvania Southview,,Sylvania,OH,"41.687547, -83.716431",1:14.32,nwdistrict23,
110,Mackenzie Gifford,Fr,TRO,Troy,,Troy,OH,"40.045804, -84.201045",1:14.36,swdistrict23,
111,Olivia Lacrosse,Fr,GLI,Gahanna Lincoln,,Gahanna,OH,"40.016451, -82.865533",1:14.40,central23,
112,Sarah Sabbagh,Sr,GGR,Green,,Uniontown,OH,"40.957684, -81.473300",1:14.47,nedistrict23,
113,Emma Stevenson,Sr,HDAR,Hilliard Darby,,Hilliard,OH,"40.035388, -83.168105",1:14.57,central23,
114,Annalise Smith,Sr,CIWH,Walnut Hills,,Cincinnati,OH,"39.140488, -84.480216",1:14.60,swdistrict23,
115,Cheyenne Neeley,Jr,AFI,Firestone,,Akron,OH,"41.118939, -81.564683",1:14.61,nedistrict23,
116,Charlotte Biesiada,Fr,FIN,Findlay,,Findlay,OH,"41.056646, -83.665959",1:14.69,nwdistrict23,
117,Reice Stewart,Fr,ASH,Ashland,,Ashland,OH,"40.854435, -82.325601",1:14.92,nwdistrict23,
118,Madeline Barkley,Fr,RRM,Magnificat,,Rocky River,OH,"41.468468, -81.850298",1:14.96,nwdistrict23,
119,Avery Peltcs,Sr,HDAR,Hilliard Darby,,Hilliard,OH,"40.035388, -83.168105",1:15.01,central23,
120,Gwen Kutchel,So,STRG,Strongsville,,Strongsville,OH,"41.303367, -81.845993",1:15.02,nwdistrict23,
121,Lori Ryan,Sr,CMND,Mount Notre Dame,,Cincinnati,OH,"39.220733, -84.429845",1:15.10,swdistrict23,
122,Maddie Shumaker,So,CLH,Cleveland Heights,,Cleveland Heights,OH,"41.502378, -81.562969",1:15.28,nedistrict23,
123,Sydney Weickert,So,FRO,Fremont Ross,,Fremont,OH,"41.362541, -83.123975",1:15.40,nwdistrict23,
124,Tashi Lama,Fr,WAD,Wadsworth,,Wadsworth,OH,"41.021539, -81.710912",1:15.59,nwdistrict23,
125,Riley Wojciechowski,Fr,TSUA,St. Ursula,Academy,Toledo,OH,"41.670864, -83.640240",1:16.65,nwdistrict23,
126,Stephanie Trimbitas,So,NORI,North Ridgeville,,North Ridgeville,OH,"41.388373, -82.001676",1:16.83,nwdistrict23,
127,Abby Zbiegien,So,RRM,Magnificat,,Rocky River,OH,"41.468468, -81.850298",1:16.89,nwdistrict23,
128,Caroline Stenger,Jr,WES,Westlake,,Westlake,OH,"41.460632, -81.928970",1:17.75,nwdistrict23,
129,Alena Martinez,Fr,RRM,Magnificat,,Rocky River,OH,"41.468468, -81.850298",1:19.15,nwdistrict23,
